"job_id","company_id","job_title_short","job_title","job_location","job_via","job_schedule_type","job_work_from_home","search_location","job_posted_date","job_no_degree_mention","job_health_insurance","job_country","salary_rate","salary_year_avg","salary_hour_avg"
21400,572,"Business Analyst","Analyst, Analytics, Finance","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-03 06:42:57","","","Peru","","",""
22252,572,"Data Scientist","Lead de Data Scientist","Arequipa, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:27:30","","","Peru","","",""
22448,572,"Business Analyst","Sr. QA Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:14:31","","","Peru","","",""
23333,572,"Data Engineer","Automation Engineer in Big Data Krakow, Poland","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-11-10 06:32:09",1,"","Peru","","",""
23416,572,"Software Engineer","Etl Developer","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-10 06:32:09",1,"","Peru","","",""
24631,572,"Data Scientist","Data Scientist Translator","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-24 06:36:55","","","Peru","","",""
24948,572,"Data Scientist","Capabilities and Insights Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-01 06:22:53","","","Peru","","",""
25161,572,"Senior Data Analyst","Data Analytics Senior","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-12 06:28:26",1,"","Peru","","",""
26899,572,"Data Scientist","Data Scientist Jr","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-29 06:40:48","","","Peru","","",""
27792,572,"Data Engineer","Big Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-28 06:10:11",1,"","Peru","","",""
30018,572,"Business Analyst","Wuv-853 B628","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-17 06:12:12","","","Peru","","",""
30478,572,"Data Engineer","Data Engineer","Lambayeque, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-07 06:22:05","","","Peru","","",""
30703,572,"Senior Data Analyst","Data Analyst Sr. de Venta Digital","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-02 06:15:27","","","Peru","","",""
30766,572,"Data Analyst","Practicante de Análisis de Datos","Lima, Peru","via BeBee","Internship","","Peru","2023-08-22 06:18:03","","","Peru","","",""
31304,572,"Software Engineer","Regular+ Dev Engineer C+","Lima, Peru","via BeBee","Full-time","","Peru","2023-09-29 06:27:51",1,"","Peru","","",""
32373,572,"Business Analyst","BI Analyst Restaurants","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:15",1,"","Peru","","",""
33748,6,"Software Engineer","Adobe Implementer/Digital Analyst Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-04-27 06:35:34","","","Peru","","",""
34205,572,"Business Analyst","BI Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-12 06:29:27","","","Peru","","",""
34927,572,"Data Engineer","Growth Marketing and Data Engineer, Startup","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:14:24",1,"","Peru","","",""
35534,572,"Data Scientist","Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-28 06:16:36","","","Peru","","",""
35749,572,"Senior Data Analyst","Senior Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-11 06:12:13","","","Peru","","",""
35972,572,"Business Analyst","Warehouse Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-16 06:09:32",1,"","Peru","","",""
37156,572,"Software Engineer","Performance Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:13:43",1,"","Peru","","",""
38216,572,"Data Analyst","Analista de Productividad y Big Data","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:27:33",1,"","Peru","","",""
39102,572,"Data Scientist","Capabilities and Insights Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:13:39","","","Peru","","",""
40875,572,"Data Engineer","Big Data Engineer Krakow, Poland","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-01 06:23:08",1,"","Peru","","",""
41310,572,"Business Analyst","Sr. Financial Analyst and Reporting","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-24 06:36:50","","","Peru","","",""
42185,572,"Senior Data Engineer","Data Engineer Sr","Peru","via BeBee","Full-time","","Peru","2023-12-17 06:12:25",1,"","Peru","","",""
43950,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-09 06:13:34","","","Peru","","",""
44026,572,"Data Scientist","Tag Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:11","","","Peru","","",""
44150,572,"Data Engineer","Data Engineer Junior","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:27:41","","","Peru","","",""
44694,572,"Software Engineer","PHP : Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-02 06:50:28","","","Peru","","",""
45028,572,"Data Analyst","Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-28 06:10:07",1,"","Peru","","",""
45062,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-09 06:21:00",1,"","Peru","","",""
46834,767,"Software Engineer","Senior Software Development Engineer in Test","Arequipa, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-06-27 06:48:22",1,"","Peru","","",""
47603,572,"Software Engineer","IT Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-24 06:37:11",1,"","Peru","","",""
48542,3982,"Data Analyst","LAO Digital Analytics Insight Manager","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-04-04 06:53:46",1,"","Peru","","",""
49980,572,"Business Analyst","Operations Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-21 06:18:07","","","Peru","","",""
51239,572,"Senior Data Analyst","Analista Senior de Data","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:14:31",1,"","Peru","","",""
51778,572,"Data Scientist","Tableau Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:13","","","Peru","","",""
51980,572,"Data Scientist","Data Scientist","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-19 06:26:12","","","Peru","","",""
52540,7983,"Software Engineer","Mid-level Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-06-27 06:48:19",1,"","Peru","","",""
53358,28212,"Senior Data Analyst","DATA ENGINEER SENIOR","Lima, Peru","via Trabajo.org","Full-time","","Peru","2023-01-15 06:19:38",1,"","Peru","","",""
55388,109027,"Software Engineer","Developer Etl","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-06-27 06:48:22",1,"","Peru","","",""
55940,572,"Senior Data Engineer","Eq:809 (Wab44) Jlo:871 Data Engineer Senior","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:45",1,"","Peru","","",""
56058,572,"Software Engineer","Associate Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:52","","","Peru","","",""
57196,572,"Data Analyst","Analyst 4, Data Analytics","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-12 06:29:52",1,"","Peru","","",""
57800,572,"Senior Data Engineer","Senior Data Science Engineer","Arequipa, Peru","via BeBee","Full-time","","Peru","2023-10-01 06:23:03","","","Peru","","",""
57812,572,"Software Engineer","Sr Javascript Engineer","Peru","via BeBee","Full-time","","Peru","2023-11-13 06:51:55","","","Peru","","",""
59348,572,"Data Engineer","Big Data Engineers","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-12 06:29:47",1,"","Peru","","",""
62673,572,"Data Analyst","Data Architect","Peru","via BeBee","Full-time","","Peru","2023-09-29 06:27:51",1,"","Peru","","",""
64008,572,"Data Engineer","Fixed Data Configuration 2nd Line Engineer","Lima, Peru","via BeBee","Full-time and Temp work","","Peru","2023-11-09 06:14:37","","","Peru","","",""
64829,572,"Senior Data Scientist","Ymt:1) Tk:3) Lf457 Senior Data Scientist Ii Aema","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-13 06:51:49","","","Peru","","",""
65390,572,"Senior Data Engineer","Puesto Senior Data Engineer","Ica, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:39",1,"","Peru","","",""
67675,572,"Software Engineer","System Design Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-17 06:12:26","","","Peru","","",""
68722,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:36","","","Peru","","",""
72566,572,"Senior Data Engineer","Senior Data Engineer Acoe","Arequipa, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:39","","","Peru","","",""
73786,572,"Data Engineer","Data Solution Architect","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:44","","","Peru","","",""
74111,572,"Software Engineer","Principal Software Engineer","Cajamarca, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-22 06:27:45",1,"","Peru","","",""
74112,572,"Data Scientist","Auxiliar Data Scientist","Lurin, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-17 06:14:24","","","Peru","","",""
74366,572,"Data Analyst","Practicante Data Management","Lima, Peru","via BeBee","Internship","","Peru","2023-11-13 06:51:49","","","Peru","","",""
74743,532,"Data Engineer","Data Engineer Exp Consultant","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-06-24 06:29:18","","","Peru","","",""
76941,572,"Software Engineer","Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:41",1,"","Peru","","",""
80551,572,"Data Engineer","Data Engineer","Junín, Peru","via BeBee","Full-time","","Peru","2023-08-24 06:37:10",1,"","Peru","","",""
83596,572,"Data Scientist","Data Scientist","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:13:51","","","Peru","","",""
83917,572,"Senior Data Engineer","Senior Data Science Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:27:43","","","Peru","","",""
83933,572,"Data Analyst","Analytics Lead","Peru","via BeBee Perú","Full-time","","Peru","2023-12-15 06:12:27","","","Peru","","",""
84719,572,"Data Engineer","Data Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:36",1,"","Peru","","",""
85855,110043,"Data Analyst","Practicante de Data Analytics","Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-06-24 06:29:11","","","Peru","","",""
86206,572,"Senior Data Engineer","Data Management Engineer, Senior","Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:39",1,"","Peru","","",""
86974,572,"Software Engineer","Performance Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:13",1,"","Peru","","",""
88607,572,"Data Scientist","Practicante de Data Scientist","Lima, Peru","via BeBee","Internship","","Peru","2023-10-01 06:23:03","","","Peru","","",""
92972,572,"Software Engineer","Engineer I","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:14:37","","","Peru","","",""
93525,572,"Business Analyst","Senior Site Reliability Engineer","Peru","via BeBee","Full-time","","Peru","2023-11-09 06:14:27",1,"","Peru","","",""
94663,572,"Cloud Engineer","Cloud Field Engineer Americas","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:27:56","","","Peru","","",""
97496,572,"Data Scientist","Cloud Database Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-16 06:09:59",1,"","Peru","","",""
97856,572,"Software Engineer","Senior Software Engineer","Arequipa, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:41",1,"","Peru","","",""
100372,572,"Data Scientist","Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-03 06:43:07","","","Peru","","",""
100444,572,"Data Scientist","Data Scientist Associate I","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-03 06:43:07","","","Peru","","",""
100612,572,"Software Engineer","Experienced Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:41","","","Peru","","",""
100993,572,"Business Analyst","Business Intelligence Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-12 06:29:27",1,"","Peru","","",""
106220,572,"Data Scientist","Analytics Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-27 06:16:34","","","Peru","","",""
108457,572,"Software Engineer","Junior DevOps Engineer","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:28:00","","","Peru","","",""
109616,572,"Data Analyst","Lead Data Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-12 06:29:37",1,"","Peru","","",""
111423,572,"Business Analyst","Warehouse Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:13:47",1,"","Peru","","",""
111441,572,"Software Engineer","IT Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:56","","","Peru","","",""
112676,572,"Cloud Engineer","Tcj632)","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-16 06:10:03","","","Peru","","",""
113142,5651,"Data Engineer","IT Data Engineering","Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-06-24 06:29:15",1,"","Peru","","",""
113503,572,"Software Engineer","Senior Product Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-01 06:22:56","","","Peru","","",""
115480,572,"Senior Data Scientist","Sr Analyst, Analytics and Compensation","Peru","via BeBee","Full-time","","Peru","2023-10-03 06:42:57",1,"","Peru","","",""
115901,572,"Data Scientist","Reliability Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-16 06:09:32","","","Peru","","",""
120365,572,"Data Scientist","Data Science","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:13:51","","","Peru","","",""
120403,572,"Data Analyst","Digital Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-22 06:18:00",1,"","Peru","","",""
124580,110043,"Data Scientist","Data Scientist","Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-06-24 06:29:13","","","Peru","","",""
124908,572,"Senior Data Scientist","Senior Data Scientist Q754 Euf:137","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:13:53","","","Peru","","",""
125627,572,"Data Analyst","Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-12-10 06:12:12","","","Peru","","",""
126904,572,"Data Analyst","Practicante de Data Analytics","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-04 06:31:29",1,"","Peru","","",""
127255,6,"Data Engineer","Data Infrastructure Engineer - Remote - Latin America","Lima, Peru","via Startup Jobs","Full-time","","Peru","2023-06-03 06:24:11","","","Peru","","",""
127280,572,"Data Scientist","Practicante - Data Analytics Bootcamp 2024","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-13 06:25:43",1,"","Peru","","",""
128047,572,"Senior Data Scientist","Senior Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-02 06:15:24","","","Peru","","",""
130679,572,"Software Engineer","DevOps Engineer with Python/go","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-09-29 06:27:54",1,"","Peru","","",""
132299,572,"Cloud Engineer","Data Center Critical Environment Technician Manager","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:28",1,"","Peru","","",""
132935,572,"Data Analyst","Programador Data Analytics Transact SQL, Etls y","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:47",1,"","Peru","","",""
133464,572,"Data Engineer","Subgerente de Data","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-03 06:43:09","","","Peru","","",""
133815,572,"Data Scientist","Diners Club Practicante de Data Science","Lima, Peru","via BeBee","Internship","","Peru","2023-12-16 06:09:48","","","Peru","","",""
134877,572,"Data Analyst","Data Analyst","Lima, Peru","via BeBee","Full-time and Temp work","","Peru","2023-12-16 06:09:48","","","Peru","","",""
136640,572,"Software Engineer","Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-03 06:30:25",1,"","Peru","","",""
138134,572,"Senior Data Engineer","Data Engineer Senior","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:33","","","Peru","","",""
139865,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-07 06:34:48",1,"","Peru","","",""
140032,572,"Data Engineer","Data Engineer","Piura, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-13 06:25:53",1,"","Peru","","",""
142917,572,"Senior Data Analyst","L:462) Analista Senior de Data and Analytics","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-30 06:47:17",1,"","Peru","","",""
145954,572,"Business Analyst","Business Intelligence Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-12-10 06:12:12","","","Peru","","",""
149583,572,"Data Analyst","Líder de Proyectos Data Analytics","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-02 06:15:19",1,"","Peru","","",""
154027,572,"Data Engineer","Especialista en Redes de Comunicación y Data","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-01 06:23:14","","","Peru","","",""
154028,572,"Business Analyst","Senior Business Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:13","","","Peru","","",""
154201,572,"Business Analyst","Marketing Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-21 06:18:09","","","Peru","","",""
155080,572,"Data Scientist","Data Scientist Associate I","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-14 06:09:05","","","Peru","","",""
160014,572,"Senior Data Scientist","Sgh838) Senior Data Scientist Acoe","Arequipa, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:24","","","Peru","","",""
162578,572,"Senior Data Engineer","Wab44) Jlo-871 Data Engineer Senior","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-12 06:29:49",1,"","Peru","","",""
163820,572,"Business Analyst","QA Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-03 06:43:13","","","Peru","","",""
166286,572,"Senior Data Engineer","Senior Big Data Engineer","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:14:24",1,"","Peru","","",""
166455,572,"Data Analyst","Data Analyst","Callao, Peru","via BeBee","Full-time","","Peru","2023-12-17 06:12:07","","","Peru","","",""
167298,572,"Data Scientist","Data Scientist in Market Intelligence Team","Arequipa, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:22","","","Peru","","",""
167304,572,"Business Analyst","Data/bi Lead","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-16 06:09:48",1,"","Peru","","",""
167551,572,"Data Analyst","Data Analyst","Ate, Peru","via BeBee Perú","Full-time","","Peru","2023-12-17 06:12:07","","","Peru","","",""
168059,572,"Business Analyst","Sr. QA Engineer","Arequipa, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:27:50","","","Peru","","",""
168078,572,"Data Analyst","Analyst, Data Management","Lima, Peru","via BeBee","Temp work","","Peru","2023-11-05 06:10:54","","","Peru","","",""
173924,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-22 06:27:36",1,"","Peru","","",""
174642,572,"Data Engineer","Desarrollador Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:23",1,"","Peru","","",""
180595,572,"Data Analyst","Data Analyst de Transformación Digital","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-03 06:30:12","","","Peru","","",""
183621,572,"Data Analyst","Lead Data Governance Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:06","","","Peru","","",""
184554,572,"Data Scientist","Lead Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-03 06:28:29","","","Peru","","",""
185002,572,"Software Engineer","DevOps Engineer","Cajamarca, Peru","via BeBee","Full-time","","Peru","2023-10-03 06:43:17",1,"","Peru","","",""
187438,572,"Senior Data Engineer","Senior Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-27 06:16:23","","","Peru","","",""
189232,572,"Software Engineer","Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:50","","","Peru","","",""
192619,572,"Data Engineer","Data Application Architect","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-02 06:15:21",1,"","Peru","","",""
195522,572,"Senior Data Scientist","Fcn878 : Senior Data Scientist : (Tz57) (Ush137)","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-12 06:29:37","","","Peru","","",""
196826,572,"Cloud Engineer","Quality Engineer Associate","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:58","","","Peru","","",""
196990,572,"Data Scientist","People Processes Improvements Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-26 06:38:15","","","Peru","","",""
197560,572,"Software Engineer","Azure Data Factory Developer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-04 06:31:42","","","Peru","","",""
198721,572,"Data Engineer","Data Engineer","Arequipa, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-27 06:56:43","","","Peru","","",""
200440,572,"Senior Data Analyst","Senior Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-11 06:12:33","","","Peru","","",""
200451,572,"Data Engineer","Data Test Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-11-09 06:14:18",1,"","Peru","","",""
203731,572,"Software Engineer","Mechanical Engineer with Python","Lima, Peru","via BeBee","Full-time","","Peru","2023-09-29 06:27:54","","","Peru","","",""
203953,572,"Cloud Engineer","Ju51)","Lima, Peru","via BeBee","Full-time","","Peru","2023-12-16 06:10:05",1,"","Peru","","",""
205234,572,"Software Engineer","DevOps Engineer for R&d","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:52",1,"","Peru","","",""
210495,4847,"Data Engineer","Data Engineer AWS","Peru","via BeBee Perú","Full-time","","Peru","2023-01-19 07:04:55",1,"","Peru","","",""
211352,572,"Data Engineer","Arquitecto/a de Soluciones Analíticas Bigdata","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-22 06:18:22",1,"","Peru","","",""
213505,572,"Software Engineer","Technical Professional Engineering Iv","Lima, Peru","via BeBee","Full-time","","Peru","2023-08-24 06:37:11",1,"","Peru","","",""
214217,572,"Data Analyst","Data Standardization Analyst","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-12-18 06:12:19","","","Peru","","",""
220355,572,"Data Analyst","Yxm:014) Data Ethics and Privacy Manager","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-13 06:25:43","","","Peru","","",""
220773,572,"Senior Data Analyst","Analista Senior de Data and Analytics","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-07-24 06:29:06",1,"","Peru","","",""
220810,572,"Business Analyst","Data and Business Intelligence Associate Director","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-04 06:31:17","","","Peru","","",""
222020,572,"Machine Learning Engineer","Machine Learning Specialist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-26 06:38:33","","","Peru","","",""
222959,12609,"Senior Data Scientist","Senior Data Scientist de Riesgo de Crédito","Peru","via BeBee Perú","Full-time","","Peru","2023-03-30 06:35:44","","","Peru","","",""
223348,572,"Data Analyst","Marketing Data Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-12 06:28:26",1,"","Peru","","",""
224538,572,"Data Analyst","Lead Data Governance Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-03 06:42:55","","","Peru","","",""
226058,572,"Data Scientist","Associate Data Scientist Coe Internal Validation","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-07-22 06:27:27","","","Peru","","",""
237926,572,"Cloud Engineer","Structural Engineer, Senior","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:14:31",1,"","Peru","","",""
238600,572,"Senior Data Analyst","L-462) Analista Senior de Data","Lima, Peru","via BeBee","Full-time","","Peru","2023-11-09 06:13:44",1,"","Peru","","",""
239654,572,"Business Analyst","Business Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-09-19 06:22:54","","","Peru","","",""
240425,572,"Business Analyst","Business Intelligence Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time and Temp work","","Peru","2023-11-01 06:09:12","","","Peru","","",""
243399,572,"Business Analyst","Operations Analyst","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-13 06:25:46","","","Peru","","",""
244305,572,"Data Analyst","Business Data Analyst","Lima, Peru","via BeBee","Full-time","","Peru","2023-10-03 06:42:55","","","Peru","","",""
245856,572,"Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-10-14 06:09:17","","","Peru","","",""
247673,572,"Software Engineer","Software Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-04 06:31:42","","","Peru","","",""
248658,572,"Data Analyst","Capabilities & Insights Analyst","Lima, Peru","via BeBee Perú","Full-time","","Peru","2023-12-15 06:12:27",1,"","Peru","","",""
249088,572,"Data Analyst","Especialista Big Data and Analytics","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","","Peru","2023-08-24 06:37:02","","","Peru","","",""
251134,3815,"Software Engineer","Python Backend Developer","Lima, Peru","via Trabajo.org","Full-time","","Peru","2023-01-15 06:19:36","","","Peru","","",""
